,movie_title,duration
866,Alien 3 ,145.0
867,Evita ,135.0
868,Ronin ,122.0
869,The Ghost and the Darkness ,110.0
870,Paddington ,95.0
871,The Watch ,102.0
872,The Hunted ,94.0
873,Instinct ,126.0
874,Stuck on You ,118.0
875,Semi-Pro ,99.0
876,The Pirates! Band of Misfits ,88.0
877,Changeling ,141.0
878,Chain Reaction ,107.0
879,The Fan ,116.0
880,The Phantom of the Opera ,143.0
881,Elizabeth: The Golden Age ,114.0
882,Æon Flux ,93.0
883,Gods and Generals ,280.0
884,Turbulence ,100.0
885,Imagine That ,107.0
886,Muppets Most Wanted ,119.0
887,Thunderbirds ,95.0
888,Burlesque ,119.0
889,A Very Long Engagement ,133.0
890,Lolita ,152.0
891,Eye See You ,96.0
892,Blade II ,117.0
893,Seven Pounds ,123.0
894,Bullet to the Head ,92.0
895,The Godfather: Part III ,170.0
896,Elizabethtown ,123.0
897,"You, Me and Dupree ",110.0
898,Superman II ,116.0
899,Gigli ,121.0
900,All the King's Men ,128.0
901,Shaft ,99.0
902,Anastasia ,94.0
903,Moulin Rouge! ,127.0
904,Domestic Disturbance ,89.0
905,Black Mass ,123.0
906,Flags of Our Fathers ,135.0
907,Law Abiding Citizen ,118.0
908,Grindhouse ,189.0
909,Beloved ,172.0
910,Lucky You ,124.0
911,Catch Me If You Can ,141.0
912,Zero Dark Thirty ,157.0
913,The Break-Up ,106.0
914,Mamma Mia! ,108.0
915,Valentine's Day ,125.0
916,The Dukes of Hazzard ,107.0
917,The Thin Red Line ,215.0
918,The Change-Up ,118.0
919,Man on the Moon ,118.0
920,Casino ,178.0
921,From Paris with Love ,92.0
922,Bulletproof Monk ,104.0
923,"Me, Myself & Irene ",116.0
924,Barnyard ,90.0
925,Deck the Halls ,93.0
926,The Twilight Saga: New Moon ,130.0
927,Shrek ,90.0
928,The Adjustment Bureau ,106.0
929,Robin Hood: Prince of Thieves ,155.0
930,Jerry Maguire ,139.0
931,Ted ,112.0
932,As Good as It Gets ,139.0
933,Patch Adams ,115.0
934,Anchorman 2: The Legend Continues ,143.0
935,Mr. Deeds ,96.0
936,Super 8 ,112.0
937,Erin Brockovich ,131.0
938,How to Lose a Guy in 10 Days ,116.0
939,22 Jump Street ,112.0
940,Interview with the Vampire: The Vampire Chronicles ,123.0
941,Yes Man ,104.0
942,Central Intelligence ,107.0
943,Stepmom ,124.0
944,Daddy's Home ,96.0
945,Into the Woods ,125.0
946,Inside Man ,129.0
947,Payback ,90.0
948,Congo ,109.0
949,We Bought a Zoo ,124.0
950,Knowing ,121.0
951,Failure to Launch ,95.0
952,The Ring Two ,128.0
953,"Crazy, Stupid, Love. ",118.0
954,Garfield ,80.0
955,Christmas with the Kranks ,99.0
956,Moneyball ,133.0
957,Outbreak ,127.0
958,Non-Stop ,106.0
959,Race to Witch Mountain ,98.0
960,V for Vendetta ,132.0
961,Shanghai Knights ,114.0
962,Unforgotten             ,45.0
963,Curious George ,78.0
964,Herbie Fully Loaded ,101.0
965,Don't Say a Word ,113.0
966,Hansel & Gretel: Witch Hunters ,98.0
967,Unfaithful ,124.0
968,I Am Number Four ,109.0
969,Syriana ,128.0
970,13 Hours ,144.0
971,The Book of Life ,95.0
972,Firewall ,105.0
973,Absolute Power ,121.0
974,G.I. Jane ,125.0
975,The Game ,129.0
976,Silent Hill ,132.0
977,The Replacements ,118.0
978,American Reunion ,113.0
979,The Negotiator ,140.0
980,Into the Storm ,89.0
981,Beverly Hills Cop III ,104.0
982,Gremlins 2: The New Batch ,106.0
983,The Judge ,141.0
984,The Peacemaker ,124.0
985,Resident Evil: Apocalypse ,98.0
986,Bridget Jones: The Edge of Reason ,108.0
987,Out of Time ,114.0
988,On Deadly Ground ,101.0
989,The Adventures of Sharkboy and Lavagirl 3-D ,93.0
990,The Beach ,119.0
991,Raising Helen ,119.0
992,Ninja Assassin ,99.0
993,For Love of the Game ,137.0
994,A Touch of Frost             ,105.0
995,Striptease ,117.0
996,Marmaduke ,87.0
997,Hereafter ,129.0
998,Murder by Numbers ,115.0
999,Assassins ,132.0
1000,Hannibal Rising ,131.0
1001,The Story of Us ,95.0
1002,The Host ,125.0
1003,Basic ,98.0
1004,Blood Work ,110.0
1005,The International ,118.0
1006,Escape from L.A. ,101.0
1007,Twisted             ,60.0
1008,The Iron Giant ,90.0
1009,The Life Aquatic with Steve Zissou ,119.0
1010,Free State of Jones ,139.0
1011,The Life of David Gale ,130.0
1012,Man of the House ,100.0
1013,Run All Night ,114.0
1014,Eastern Promises ,96.0
1015,Into the Blue ,110.0
1016,The Messenger: The Story of Joan of Arc ,158.0
1017,Your Highness ,102.0
1018,Dream House ,84.0
1019,Mad City ,115.0
1020,Baby's Day Out ,99.0
1021,The Scarlet Letter ,135.0
1022,Fair Game ,108.0
1023,Defiance             ,43.0
1024,Domino ,127.0
1025,Jade ,107.0
1026,Gamer ,95.0
1027,Beautiful Creatures ,124.0
1028,Death to Smoochy ,109.0
1029,Zoolander 2 ,102.0
1030,The Big Bounce ,88.0
1031,What Planet Are You From? ,87.0
1032,Drive Angry ,104.0
1033,Street Fighter: The Legend of Chun-Li ,96.0
1034,The One ,85.0
1035,Outlander             ,64.0
1036,The Adventures of Ford Fairlane ,104.0
1037,Pirate Radio ,135.0
1038,Traffic ,190.0
1039,Indiana Jones and the Last Crusade ,127.0
1040,Anna Karenina ,129.0
1041,Chappie ,120.0
1042,The Bone Collector ,118.0
1043,Panic Room ,112.0
1044,The Tooth Fairy ,89.0
1045,Three Kings ,114.0
1046,Child 44 ,137.0
1047,Rat Race ,112.0
1048,K-PAX ,120.0
1049,Kate & Leopold ,123.0
1050,Bedazzled ,93.0
1051,The Cotton Club ,123.0
1052,3:10 to Yuma ,122.0
1053,Taken 3 ,115.0
1054,Out of Sight ,123.0
1055,The Cable Guy ,96.0
1056,Earth ,110.0
1057,Dick Tracy ,105.0
1058,The Thomas Crown Affair ,113.0
1059,Riding in Cars with Boys ,132.0
1060,First Blood ,93.0
1061,Solaris ,115.0
1062,Happily N'Ever After ,75.0
1063,Mary Reilly ,108.0
1064,My Best Friend's Wedding ,105.0
1065,America's Sweethearts ,102.0
1066,Insomnia ,118.0
1067,Star Trek: First Contact ,111.0
1068,Jonah Hex ,81.0
1069,Courage Under Fire ,116.0
1070,Liar Liar ,86.0
1071,The Infiltrator ,127.0
1072,Inchon ,140.0
1073,The Flintstones ,91.0
1074,Taken 2 ,98.0
1075,Scary Movie 3 ,84.0
1076,Miss Congeniality ,109.0
1077,Journey to the Center of the Earth ,93.0
1078,The Princess Diaries 2: Royal Engagement ,113.0
1079,The Pelican Brief ,141.0
1080,The Client ,119.0
1081,The Bucket List ,97.0
1082,Patriot Games ,117.0
1083,Monster-in-Law ,101.0
1084,Prisoners ,153.0
1085,Training Day ,122.0
1086,Galaxy Quest ,102.0
1087,Scary Movie 2 ,83.0
1088,The Muppets ,103.0
1089,Blade ,110.0
1090,Coach Carter ,136.0
1091,Changing Lanes ,91.0
1092,Anaconda ,89.0
1093,Coyote Ugly ,107.0
1094,Love Actually ,129.0
1095,A Bug's Life ,95.0
1096,From Hell ,122.0
1097,The Specialist ,110.0
1098,Tin Cup ,135.0
1099,"Yours, Mine and Ours ",111.0
1100,Kicking & Screaming ,95.0
1101,The Hitchhiker's Guide to the Galaxy ,109.0
1102,Fat Albert ,93.0
1103,Resident Evil: Extinction ,94.0
1104,Blended ,117.0
1105,Last Holiday ,112.0
1106,The River Wild ,111.0
1107,The Indian in the Cupboard ,96.0
1108,Savages ,141.0
1109,Cellular ,94.0
1110,Johnny English ,87.0
1111,The Ant Bully ,88.0
1112,Dune ,177.0
1113,Across the Universe ,133.0
1114,Revolutionary Road ,119.0
1115,16 Blocks ,102.0
1116,Babylon A.D. ,101.0
1117,The Glimmer Man ,91.0
1118,Multiplicity ,117.0
1119,Aliens in the Attic ,86.0
1120,The Pledge ,124.0
1121,The Producers ,134.0
1122,Dredd ,95.0
1123,The Phantom ,100.0
1124,All the Pretty Horses ,220.0
1125,Nixon ,212.0
1126,The Ghost Writer ,128.0
1127,Deep Rising ,106.0
1128,Miracle at St. Anna ,160.0
1129,Curse of the Golden Flower ,114.0
1130,Bangkok Dangerous ,99.0
1131,Big Trouble ,74.0
1132,Love in the Time of Cholera ,139.0
1133,The Returned             ,52.0
1134,Shadow Conspiracy ,103.0
1135,Johnny English Reborn ,101.0
1136,Foodfight! ,91.0
1137,Argo ,130.0
1138,The Fugitive ,130.0
1139,The Bounty Hunter ,110.0
1140,Sleepers ,147.0
1141,Rambo: First Blood Part II ,96.0
1142,The Juror ,118.0
1143,Pinocchio ,88.0
1144,Heaven's Gate ,325.0
1145,Underworld: Evolution ,102.0
1146,Victor Frankenstein ,110.0
1147,Finding Forrester ,136.0
1148,28 Days ,103.0
1149,Unleashed ,103.0
1150,The Sweetest Thing ,90.0
1151,The Firm ,154.0
1152,Charlie St. Cloud ,99.0
1153,The Mechanic ,93.0
1154,21 Jump Street ,109.0
1155,Notting Hill ,124.0
1156,Chicken Run ,84.0
1157,Along Came Polly ,90.0
1158,Boomerang ,117.0
1159,The Heat ,123.0
1160,Cleopatra ,251.0
1161,Here Comes the Boom ,105.0
1162,High Crimes ,115.0
1163,The Mirror Has Two Faces ,122.0
1164,The Mothman Prophecies ,119.0
1165,Brüno ,81.0
1166,Licence to Kill ,133.0
1167,Red Riding Hood ,100.0
1168,15 Minutes ,120.0
1169,Super Mario Bros. ,104.0
1170,Lord of War ,122.0
1171,Hero ,80.0
1172,One for the Money ,91.0
1173,The Interview ,112.0
1174,The Warrior's Way ,100.0
1175,McHale's Navy             ,30.0
1176,Micmacs ,105.0
1177,8 Mile ,110.0
1178,Animal Kingdom: Let's go Ape ,101.0
1179,A Knight's Tale ,144.0
1180,The Medallion ,108.0
1181,The Sixth Sense ,107.0
1182,Man on a Ledge ,102.0
1183,The Big Year ,100.0
1184,The Karate Kid ,126.0
1185,American Hustle ,138.0
1186,The Proposal ,108.0
1187,Double Jeopardy ,105.0
1188,Back to the Future Part II ,108.0
1189,Lucy ,89.0
1190,Fifty Shades of Grey ,129.0
1191,Spy Kids 3-D: Game Over ,84.0
1192,A Time to Kill ,149.0
1193,Cheaper by the Dozen ,94.0
1194,Lone Survivor ,121.0
1195,A League of Their Own ,128.0
1196,The Conjuring 2 ,134.0
1197,The Social Network ,120.0
1198,He's Just Not That Into You ,129.0
1199,Scary Movie 4 ,89.0
1200,Scream 3 ,116.0
1201,Back to the Future Part III ,118.0
1202,Get Hard ,107.0
1203,Bram Stoker's Dracula ,155.0
1204,Julie & Julia ,123.0
1205,42 ,128.0
1206,The Talented Mr. Ripley ,139.0
1207,Dumb and Dumber To ,109.0
1208,Eight Below ,120.0
1209,The Intern ,121.0
1210,Ride Along 2 ,102.0
1211,The Last of the Mohicans ,117.0
1212,Ray ,178.0
1213,Sin City ,147.0
1214,Vantage Point ,90.0
1215,"I Love You, Man ",105.0
1216,Shallow Hal ,114.0
1217,JFK ,206.0
1218,Big Momma's House 2 ,99.0
1219,The Mexican ,123.0
1220,Unbroken ,137.0
1221,17 Again ,102.0
1222,The Other Woman ,109.0
1223,The Final Destination ,82.0
1224,Bridge of Spies ,142.0
1225,Behind Enemy Lines ,106.0
1226,Get Him to the Greek ,114.0
1227,Shall We Dance ,106.0
1228,Small Soldiers ,108.0
1229,Spawn ,98.0
1230,The Count of Monte Cristo ,131.0
1231,The Lincoln Lawyer ,118.0
1232,Unknown ,113.0
1233,The Prestige ,130.0
1234,Horrible Bosses 2 ,116.0
1235,Escape from Planet Earth ,89.0
1236,Apocalypto ,139.0
1237,The Living Daylights ,130.0
1238,Predators ,107.0
1239,Legal Eagles ,116.0
1240,Secret Window ,96.0
1241,The Lake House ,99.0
1242,The Skeleton Key ,104.0
1243,The Odd Life of Timothy Green ,105.0
1244,Made of Honor ,101.0
1245,Jersey Boys ,134.0
1246,The Rainmaker ,135.0
1247,Gothika ,98.0
1248,Amistad ,155.0
1249,Medicine Man ,106.0
1250,Aliens vs. Predator: Requiem ,102.0
1251,Ri¢hie Ri¢h ,95.0
1252,Autumn in New York ,103.0
1253,Music and Lyrics ,95.0
1254,Paul ,109.0
1255,The Guilt Trip ,95.0
1256,Scream 4 ,111.0
1257,8MM ,123.0
1258,The Doors ,140.0
1259,Sex Tape ,94.0
1260,Hanging Up ,94.0
1261,Final Destination 5 ,92.0
1262,Mickey Blue Eyes ,102.0
1263,Pay It Forward ,123.0
1264,Fever Pitch ,104.0
1265,Arthur             ,30.0
1266,Drillbit Taylor ,102.0
1267,A Million Ways to Die in the West ,136.0
1268,The Shadow ,93.0
1269,Extremely Loud & Incredibly Close ,129.0
1270,Morning Glory ,107.0
1271,Get Rich or Die Tryin' ,117.0
1272,The Art of War ,116.0
1273,Rent ,135.0
1274,Bless the Child ,107.0
1275,The Out-of-Towners ,90.0
1276,The Island of Dr. Moreau ,99.0
1277,The Musketeer ,104.0
1278,The Other Boleyn Girl ,115.0
1279,Sweet November ,119.0
1280,The Reaping ,99.0
1281,Mean Streets ,112.0
1282,Renaissance Man ,128.0
1283,Colombiana ,112.0
1284,The Magic Sword: Quest for Camelot ,86.0
1285,City by the Sea ,108.0
1286,At First Sight ,128.0
1287,Torque ,84.0
1288,City Hall ,111.0
1289,Showgirls ,131.0
1290,Marie Antoinette ,123.0
1291,Kiss of Death ,101.0
1292,Get Carter ,102.0
1293,The Impossible ,114.0
1294,Ishtar ,107.0
1295,Fantastic Mr. Fox ,87.0
1296,Life or Something Like It ,103.0
1297,Memoirs of an Invisible Man ,99.0
1298,Amélie ,122.0
1299,New York Minute ,91.0
1300,Alfie ,103.0
1301,Big Miracle ,107.0
1302,The Deep End of the Ocean ,106.0
1303,Feardotcom ,101.0
1304,Cirque du Freak: The Vampire's Assistant ,109.0
1305,Victor Frankenstein ,110.0
1306,Duplex ,89.0
1307,Soul Men ,100.0
1308,Raise the Titanic ,119.0
1309,Universal Soldier: The Return ,83.0
1310,Pandorum ,108.0
1311,Impostor ,102.0
1312,Extreme Ops ,93.0
1313,Just Visiting ,84.0
1314,Sunshine ,107.0
1315,A Thousand Words ,91.0
1316,Delgo ,94.0
1317,The Gunman ,115.0
1318,Alex Rider: Operation Stormbreaker ,93.0
1319,Disturbia ,105.0
1320,Hackers ,107.0
1321,The Hunting Party ,101.0
1322,The Hudsucker Proxy ,111.0
1323,The Warlords ,113.0
1324,Nomad: The Warrior ,112.0
1325,Snowpiercer ,126.0
1326,A Monster in Paris ,90.0
1327,The Last Shot ,93.0
1328,The Crow ,98.0
1329,Baahubali: The Beginning ,159.0
1330,The Time Traveler's Wife ,107.0
1331,Because I Said So ,102.0
1332,The Fast and the Furious ,106.0
1333,Frankenweenie ,87.0
1334,Serenity ,119.0
1335,Against the Ropes ,110.0
1336,Superman III ,125.0
1337,Grudge Match ,113.0
1338,Red Cliff ,150.0
1339,Sweet Home Alabama ,108.0
1340,The Ugly Truth ,96.0
1341,Sgt. Bilko ,93.0
1342,Spy Kids 2: Island of Lost Dreams ,100.0
1343,Star Trek: Generations ,118.0
1344,The Grandmaster ,122.0
1345,Water for Elephants ,120.0
1346,3rd Rock from the Sun             ,60.0
1347,Dragon Nest: Warriors' Dawn ,88.0
1348,The Hurricane ,146.0
1349,Enough ,115.0
1350,Heartbreakers ,123.0
1351,Paul Blart: Mall Cop 2 ,94.0
1352,Angel Eyes ,102.0
1353,Joe Somebody ,98.0
1354,The Ninth Gate ,133.0
1355,Extreme Measures ,118.0
1356,Rock Star ,105.0
1357,Precious ,109.0
1358,White Squall ,129.0
1359,The Thing ,109.0
1360,Riddick ,127.0
1361,Switchback ,118.0
1362,Texas Rangers ,110.0
1363,City of Ember ,90.0
1364,The Master ,144.0
1365,Virgin Territory ,97.0
1366,The Express ,130.0
1367,The 5th Wave ,112.0
1368,Creed ,133.0
1369,The Town ,150.0
1370,What to Expect When You're Expecting ,110.0
1371,Burn After Reading ,96.0
1372,Nim's Island ,96.0
1373,Rush ,123.0
1374,Magnolia ,188.0
1375,Cop Out ,107.0
1376,How to Be Single ,110.0
1377,Dolphin Tale ,113.0
1378,Twilight ,122.0
1379,John Q ,116.0
1380,Blue Streak ,93.0
1381,We're the Millers ,118.0
1382,Obitaemyy ostrov ,115.0
1383,Breakdown ,93.0
1384,Never Say Never Again ,121.0
1385,Hot Tub Time Machine ,101.0
1386,Dolphin Tale 2 ,107.0
1387,Reindeer Games ,124.0
1388,A Man Apart ,109.0
1389,Aloha ,105.0
1390,Ghosts of Mississippi ,130.0
1391,Snow Falling on Cedars ,127.0
1392,The Rite ,114.0
1393,Gattaca ,106.0
1394,Isn't She Great ,95.0
1395,Space Chimps ,81.0
1396,Head of State ,95.0
1397,The Hangover ,108.0
1398,Ip Man 3 ,105.0
1399,Austin Powers: The Spy Who Shagged Me ,95.0
1400,Batman ,126.0
1401,There Be Dragons ,102.0
1402,Lethal Weapon 3 ,121.0
1403,The Blind Side ,129.0
1404,Rush Hour             ,43.0
1405,Spy Kids ,88.0
1406,Horrible Bosses ,106.0
1407,True Grit ,110.0
1408,The Devil Wears Prada ,109.0
1409,Star Trek: The Motion Picture ,143.0
1410,Identity Thief ,120.0
1411,Cape Fear ,128.0
1412,21 ,123.0
1413,Trainwreck ,129.0
1414,Guess Who ,105.0
1415,The English Patient ,162.0
1416,L.A. Confidential ,138.0
1417,Sky High ,100.0
1418,In & Out ,90.0
1419,Species ,108.0
1420,A Nightmare on Elm Street ,101.0
1421,The Cell ,109.0
1422,The Man in the Iron Mask ,132.0
1423,Secretariat ,123.0
1424,TMNT ,87.0
1425,Radio ,109.0
1426,Friends with Benefits ,109.0
1427,Neighbors 2: Sorority Rising ,92.0
1428,Saving Mr. Banks ,125.0
1429,Malcolm X ,202.0
1430,This Is 40 ,134.0
1431,Old Dogs ,88.0
1432,Underworld: Rise of the Lycans ,92.0
1433,License to Wed ,91.0
1434,The Benchwarmers ,75.0
1435,Must Love Dogs ,98.0
1436,Donnie Brasco ,147.0
1437,Resident Evil ,100.0
1438,Poltergeist ,120.0
1439,The Ladykillers ,104.0
1440,Max Payne ,103.0
1441,In Time ,109.0
1442,The Back-up Plan ,104.0
1443,Something Borrowed ,112.0
1444,Hit the Floor             ,60.0
1445,Black Knight ,95.0
1446,The Bad News Bears ,102.0
1447,Street Fighter ,102.0
1448,The Pianist ,150.0
1449,From Hell ,122.0
1450,The Nativity Story ,101.0
1451,House of Wax ,108.0
1452,Closer ,98.0
1453,J. Edgar ,137.0
1454,Mirrors ,112.0
1455,Queen of the Damned ,101.0
1456,Predator 2 ,103.0
1457,Untraceable ,101.0
1458,Blast from the Past ,112.0
1459,Flash Gordon ,111.0
1460,Jersey Girl ,102.0
1461,Alex Cross ,101.0
1462,Midnight in the Garden of Good and Evil ,155.0
1463,Heist ,93.0
1464,Nanny McPhee Returns ,109.0
1465,Hoffa ,140.0
1466,The X Files: I Want to Believe ,108.0
1467,Ella Enchanted ,96.0
1468,Concussion ,123.0
1469,Abduction ,106.0
1470,Valiant ,76.0
1471,Wonder Boys ,107.0
1472,Superhero Movie ,82.0
1473,Broken City ,109.0
1474,Cursed ,99.0
1475,Premium Rush ,91.0
1476,Hot Pursuit ,87.0
1477,The Four Feathers ,125.0
1478,Parker ,118.0
1479,Wimbledon ,98.0
1480,Furry Vengeance ,92.0
1481,Bait ,93.0
1482,Krull ,116.0
1483,Lions for Lambs ,92.0
1484,Flight of the Intruder ,115.0
1485,Walk Hard: The Dewey Cox Story ,120.0
1486,The Shipping News ,111.0
1487,American Outlaws ,94.0
1488,The Young Victoria ,100.0
1489,Whiteout ,101.0
1490,The Tree of Life ,139.0
1491,Knock Off ,91.0
1492,Sabotage ,109.0
1493,The Order ,102.0
1494,Punisher: War Zone ,103.0
1495,Zoom ,83.0
1496,The Walk ,123.0
1497,Warriors of Virtue ,101.0
1498,A Good Year ,117.0
1499,Luther             ,60.0
1500,Radio Flyer ,114.0
1501,"Blood In, Blood Out ",330.0
1502,Smilla's Sense of Snow ,121.0
1503,Femme Fatale ,114.0
1504,Lion of the Desert ,156.0
1505,The Horseman on the Roof ,135.0
1506,Ride with the Devil ,148.0
1507,Biutiful ,148.0
1508,The Lovers ,109.0
1509,Bandidas ,93.0
1510,Black Water Transit ,
1511,The Maze Runner ,113.0
1512,Unfinished Business ,91.0
1513,The Age of Innocence ,139.0
1514,The Fountain ,96.0
1515,Chill Factor ,102.0
1516,Stolen ,96.0
1517,Ponyo ,101.0
1518,The Longest Ride ,128.0
1519,The Astronaut's Wife ,109.0
1520,I Dreamed of Africa ,114.0
1521,Playing for Keeps ,105.0
1522,Mandela: Long Walk to Freedom ,141.0
1523,Reds ,195.0
1524,A Few Good Men ,138.0
1525,Exit Wounds ,101.0
1526,Big Momma's House ,99.0
1527,Thunder and the House of Magic ,85.0
1528,The Darkest Hour ,89.0
1529,Step Up Revolution ,99.0
1530,Snakes on a Plane ,105.0
1531,The Watcher ,97.0
1532,The Punisher ,140.0
1533,Goal! The Dream Begins ,118.0
1534,Safe ,94.0
1535,Pushing Tin ,124.0
1536,Star Wars: Episode VI - Return of the Jedi ,134.0
1537,Doomsday ,113.0
1538,The Reader ,124.0
1539,Wanderlust ,98.0
1540,Elf ,97.0
1541,Phenomenon ,123.0
1542,Snow Dogs ,99.0
1543,Scrooged ,101.0
1544,Nacho Libre ,92.0
1545,Bridesmaids ,131.0
1546,This Is the End ,107.0
1547,Stigmata ,103.0
1548,Men of Honor ,129.0
1549,Takers ,107.0
1550,The Big Wedding ,89.0
1551,"Big Mommas: Like Father, Like Son ",113.0
1552,Source Code ,93.0
1553,Alive ,120.0
1554,The Number 23 ,98.0
1555,The Young and Prodigious T.S. Spivet ,105.0
1556,1941 ,142.0
1557,Dreamer: Inspired by a True Story ,98.0
1558,A History of Violence ,96.0
1559,Transporter 2 ,87.0
1560,The Quick and the Dead ,107.0
1561,Laws of Attraction ,90.0
1562,Bringing Out the Dead ,121.0
1563,Repo Men ,119.0
1564,Dragon Wars: D-War ,107.0
1565,Bogus ,110.0
1566,The Incredible Burt Wonderstone ,100.0
1567,Cats Don't Dance ,75.0
1568,Cradle Will Rock ,132.0
1569,The Good German ,105.0
1570,George and the Dragon ,93.0
1571,Apocalypse Now ,289.0
1572,Going the Distance ,102.0
1573,Mr. Holland's Opus ,143.0
1574,Criminal ,113.0
1575,Out of Africa ,161.0
1576,Flight ,138.0
1577,Moonraker ,126.0
1578,The Grand Budapest Hotel ,99.0
1579,Hearts in Atlantis ,101.0
1580,Arachnophobia ,103.0
1581,Frequency ,118.0
1582,Ghostbusters ,116.0
1583,Vacation ,99.0
1584,Get Shorty ,105.0
1585,Chicago ,113.0
1586,Big Daddy ,93.0
1587,American Pie 2 ,108.0
1588,Toy Story ,74.0
1589,Speed ,116.0
1590,The Vow ,104.0
1591,Extraordinary Measures ,106.0
1592,Remember the Titans ,120.0
1593,The Hunt for Red October ,135.0
1594,Lee Daniels' The Butler ,132.0
1595,Dodgeball: A True Underdog Story ,92.0
1596,The Addams Family ,99.0
1597,Ace Ventura: When Nature Calls ,90.0
1598,The Princess Diaries ,111.0
1599,The First Wives Club ,103.0
1600,Se7en ,127.0
1601,District 9 ,112.0
1602,The SpongeBob SquarePants Movie ,87.0
1603,Mystic River ,138.0
1604,Million Dollar Baby ,132.0
1605,Analyze This ,103.0
1606,The Notebook ,123.0
1607,27 Dresses ,111.0
1608,Hannah Montana: The Movie ,102.0
1609,Rugrats in Paris: The Movie ,78.0
1610,The Prince of Tides ,132.0
1611,Legends of the Fall ,133.0
1612,Up in the Air ,108.0
1613,About Schmidt ,125.0
1614,Warm Bodies ,98.0
1615,Looper ,119.0
1616,Down to Earth ,87.0
1617,Babe ,91.0
1618,Hope Springs ,100.0
1619,Forgetting Sarah Marshall ,118.0
1620,Friday Night Lights             ,44.0
1621,Four Brothers ,109.0
1622,Baby Mama ,99.0
1623,Hope Floats ,114.0
1624,Bride Wars ,89.0
1625,Without a Paddle ,95.0
1626,13 Going on 30 ,98.0
1627,Midnight in Paris ,94.0
1628,The Nut Job ,85.0
1629,Blow ,124.0
1630,Message in a Bottle ,131.0
1631,Star Trek V: The Final Frontier ,107.0
1632,Like Mike ,99.0
1633,Naked Gun 33 1/3: The Final Insult ,83.0
1634,A View to a Kill ,131.0
1635,The Curse of the Were-Rabbit ,85.0
1636,P.S. I Love You ,126.0
1637,Racing Stripes ,102.0
1638,Atonement ,123.0
1639,Letters to Juliet ,105.0
1640,Black Rain ,125.0
1641,The Three Stooges ,92.0
1642,Corpse Bride ,77.0
1643,Glory Road ,118.0
1644,Sicario ,121.0
1645,Southpaw ,124.0
1646,Drag Me to Hell ,99.0
1647,The Age of Adaline ,112.0
1648,Secondhand Lions ,111.0
1649,Step Up 3D ,107.0
1650,Blue Crush ,104.0
1651,Stranger Than Fiction ,113.0
1652,30 Days of Night ,113.0
1653,The Cabin in the Woods ,95.0
1654,Meet the Spartans ,86.0
1655,Midnight Run ,126.0
1656,The Running Man ,101.0
1657,Little Shop of Horrors ,102.0
1658,Hanna ,111.0
1659,The Family             ,60.0
1660,Mortal Kombat: Annihilation ,95.0
1661,Larry Crowne ,98.0
1662,Carrie ,100.0
1663,Take the Lead ,118.0
1664,Entourage             ,28.0
1665,Gridiron Gang ,125.0
1666,What's the Worst That Could Happen? ,94.0
1667,9 ,79.0
1668,Side Effects ,106.0
1669,The Prince and Me ,111.0
1670,Winnie the Pooh ,63.0
1671,Dumb and Dumberer: When Harry Met Lloyd ,85.0
1672,Bulworth ,108.0
1673,Get on Up ,139.0
1674,One True Thing ,127.0
1675,Virtuosity ,106.0
1676,My Super Ex-Girlfriend ,95.0
1677,Deliver Us from Evil ,118.0
1678,Sanctum ,108.0
1679,Little Black Book ,105.0
1680,The Five-Year Engagement ,131.0
1681,Mr 3000 ,104.0
1682,The Next Three Days ,133.0
1683,Ultraviolet ,94.0
1684,Assault on Precinct 13 ,109.0
1685,The Replacement Killers ,96.0
1686,Fled ,105.0
1687,Eight Legged Freaks ,99.0
1688,Love & Other Drugs ,112.0
1689,88 Minutes ,108.0
1690,North Country ,126.0
1691,The Whole Ten Yards ,98.0
1692,Splice ,104.0
1693,Howard the Duck ,110.0
1694,Pride and Glory ,130.0
1695,The Cave ,93.0
1696,Alex & Emma ,96.0
1697,Wicker Park ,114.0
1698,Fright Night ,106.0
1699,The New World ,150.0
1700,Wing Commander ,100.0
1701,In Dreams ,100.0
1702,Dragonball: Evolution ,100.0
1703,The Last Stand ,107.0
1704,Godsend ,102.0
1705,Chasing Liberty ,101.0
1706,Hoodwinked Too! Hood vs. Evil ,86.0
1707,An Unfinished Life ,108.0
1708,The Imaginarium of Doctor Parnassus ,123.0
1709,Barney's Version ,134.0
1710,Trapped             ,511.0
1711,Runner Runner ,88.0
1712,Antitrust ,109.0
1713,Glory ,122.0
1714,Once Upon a Time in America ,251.0
1715,Dead Man Down ,118.0
1716,The Merchant of Venice ,131.0
1717,The Good Thief ,109.0
1718,Supercross ,80.0
1719,Miss Potter ,88.0
1720,The Promise ,103.0
1721,DOA: Dead or Alive ,87.0
1722,The Assassination of Jesse James by the Coward Robert Ford ,160.0
1723,1911 ,121.0
1724,Little Nicholas ,91.0
1725,Wild Card ,92.0
1726,Machine Gun Preacher ,129.0
1727,Animals United ,93.0
1728,The Color of Freedom ,118.0
1729,United Passions ,110.0
1730,Grace of Monaco ,103.0
1731,A Warrior's Tail ,85.0
1732,Ripley's Game ,110.0
1733,Sausage Party ,89.0
1734,Pitch Perfect 2 ,115.0
1735,Walk the Line ,153.0
1736,12 Monkeys             ,42.0
1737,Keeping the Faith ,128.0
1738,The Borrowers ,89.0
1739,Frost/Nixon ,122.0
1740,Confessions of a Dangerous Mind ,113.0
